sncb_stream$start:UINT64,sncb_stream$end:UINT64,sncb_stream$varBP:FLOAT64,sncb_stream$varFF:FLOAT64,sncb_stream$cnt:UINT64
1722772800,1722782800,5.032,5.047,1786
1722773200,1722783200,5.032,5.047,1794
1722773000,1722783000,5.032,5.047,1795
1722773400,1722783400,5.032,5.047,1807
1722773600,1722783600,5.032,5.047,1820
1722773800,1722783800,5.032,5.047,1824
1722774000,1722784000,5.032,5.047,1825
1722774200,1722784200,5.032,5.047,1822
1722774400,1722784400,5.032,5.047,1810
1722774800,1722784800,5.051,5.047,1828
1722774600,1722784600,5.051,5.047,1813
1722775000,1722785000,5.051,5.047,1832
1722775200,1722785200,5.051,5.047,1838
1722775400,1722785400,5.051,5.047,1844
1722775600,1722785600,5.051,5.047,1831
1722776000,1722786000,5.051,5.047,1830
1722776200,1722786200,5.051,5.047,1827
1722776400,1722786400,5.051,5.047,1827
1722775800,1722785800,5.051,5.047,1832
1722776600,1722786600,5.051,5.047,1831
1722776800,1722786800,5.051,5.047,1832
1722777000,1722787000,5.051,5.047,1831
1722777200,1722787200,5.051,5.047,1831
1722777400,1722787400,5.051,5.047,1822
1722777600,1722787600,5.051,5.047,1811
1722777800,1722787800,5.051,5.047,1803
1722778000,1722788000,5.051,5.047,1793
1722778200,1722788200,5.051,5.047,1792
1722778400,1722788400,5.051,5.047,1795
1722778600,1722788600,5.051,5.047,1787
1722778800,1722788800,5.051,5.047,1790
1722779000,1722789000,5.051,5.047,1798
1722779200,1722789200,5.051,5.047,1793
1722779400,1722789400,5.051,5.047,1800
1722779600,1722789600,5.051,5.047,1809
1722779800,1722789800,5.058,5.047,1804
1722780000,1722790000,5.058,5.047,1802
1722780200,1722790200,5.392,5.047,1802
1722780400,1722790400,5.392,5.047,1793
1722780600,1722790600,5.392,5.047,1779
1722780800,1722790800,5.392,5.047,1784
1722781000,1722791000,5.392,5.047,1797
1722781200,1722791200,5.392,5.047,1792
1722781600,1722791600,5.392,5.043,1811
1722781400,1722791400,5.392,5.047,1800
1722781800,1722791800,5.392,5.043,1805
1722782000,1722792000,5.392,5.043,1800
1722782200,1722792200,5.392,5.043,1809
1722782400,1722792400,5.392,5.043,1799
1722782600,1722792600,5.392,5.043,1796
1722782800,1722792800,5.392,5.043,1803
1722783000,1722793000,5.392,5.04,1800
1722783200,1722793200,5.392,5.04,1799
1722783400,1722793400,5.392,5.04,1809
1722783600,1722793600,5.392,5.04,1808
1722783800,1722793800,5.392,5.036,1814
1722784000,1722794000,5.392,5.036,1812
1722784200,1722794200,5.392,5.032,1819
1722784400,1722794400,5.392,5.025,1828
1722784600,1722794600,5.392,5.025,1821
1722784800,1722794800,5.392,5.025,1817
1722785000,1722795000,5.392,5.025,1824
1722785200,1722795200,5.392,5.025,1826
1722785400,1722795400,5.392,5.01,1808
1722785600,1722795600,5.392,5.01,1817
1722785800,1722795800,5.392,5.01,1823
1722786000,1722796000,5.392,5.01,1815
1722786200,1722796200,5.392,5.01,1807
1722786400,1722796400,5.392,5.01,1812
1722786600,1722796600,5.392,5.01,1795
1722786800,1722796800,5.392,5.01,1790
1722787000,1722797000,5.392,5.01,1792
1722787200,1722797200,5.392,5.01,1766
1722787400,1722797400,5.392,5.01,1751
1722787800,1722797800,5.392,5.01,1757
1722787600,1722797600,5.392,5.01,1759
1722788000,1722798000,5.392,5.01,1731
1722788200,1722798200,5.392,5.01,1735
1722788400,1722798400,5.392,5.01,1734
1722788600,1722798600,5.392,5.01,1729
1722788800,1722798800,5.392,5.01,1724
1722789000,1722799000,5.392,5.01,1722
1722789200,1722799200,5.392,5.01,1708
1722789400,1722799400,5.392,5.01,1700
1722789600,1722799600,5.392,5.01,1688
1722789800,1722799800,5.392,5.01,1678
1722790000,1722800000,5.392,5.01,1672
1722790200,1722800200,5.272,5.01,1661
1722790400,1722800400,5.272,5.01,1666
1722790600,1722800600,5.272,5.01,1674
1722790800,1722800800,5.272,5.01,1684
1722791000,1722801000,5.272,5.01,1674
1722791200,1722801200,5.272,5.01,1689
1722791400,1722801400,5.272,5.01,1695
1722791600,1722801600,5.272,5.01,1687
1722791800,1722801800,5.272,5.01,1679
1722792000,1722802000,5.272,5.01,1689
1722792200,1722802200,5.272,5.01,1685
1722792400,1722802400,5.272,5.01,1686
1722792600,1722802600,5.272,5.01,1692
1722792800,1722802800,5.272,5.01,1686
1722793000,1722803000,5.272,5.01,1686
1722793200,1722803200,5.272,5.01,1685
1722793400,1722803400,5.058,5.01,1683
1722793600,1722803600,5.058,5.01,1691
1722793800,1722803800,5.058,5.01,1684
1722794000,1722804000,5.058,5.01,1681
1722794200,1722804200,5.058,5.01,1677
1722794400,1722804400,5.058,5.01,1676
1722794600,1722804600,5.058,5.01,1674
1722794800,1722804800,5.058,5.01,1672
1722795000,1722805000,5.058,5.01,1663
1722795200,1722805200,5.058,5.01,1658
1722795400,1722805400,5.058,5.021,1666
1722795600,1722805600,5.058,5.032,1676
1722795800,1722805800,5.058,5.032,1682
1722796000,1722806000,5.058,5.036,1680
1722796200,1722806200,5.058,5.04,1690
1722796400,1722806400,5.058,5.04,1696
1722796600,1722806600,5.058,5.04,1699
1722796800,1722806800,5.058,5.04,1695
1722797000,1722807000,5.058,5.04,1708
1722797200,1722807200,5.058,5.04,1732
1722797400,1722807400,5.058,5.04,1741
1722797800,1722807800,5.058,5.04,1769
1722797600,1722807600,5.058,5.04,1753
1722798000,1722808000,5.058,5.04,1780
1722798200,1722808200,5.058,5.04,1769
1722798400,1722808400,5.058,5.04,1773
1722798800,1722808800,5.058,5.04,1765
1722798600,1722808600,5.058,5.04,1768
1722799000,1722809000,5.058,5.04,1766
1722799200,1722809200,5.058,5.04,1779
1722799400,1722809400,5.058,5.04,1774
1722799600,1722809600,5.058,5.04,1790
1722799800,1722809800,5.058,5.04,1799
1722800000,1722810000,5.058,5.04,1801
1722800200,1722810200,5.058,5.04,1816
1722800400,1722810400,5.058,5.04,1809
1722800600,1722810600,5.058,5.04,1806
1722800800,1722810800,5.058,5.04,1806
1722801000,1722811000,5.058,5.04,1783
1722801200,1722811200,5.04,5.04,1739
1722801400,1722811400,5.021,5.04,1725
1722801600,1722811600,5.021,5.04,1728
1722801800,1722811800,5.021,5.04,1745
1722802000,1722812000,5.021,5.04,1738
1722802200,1722812200,5.021,5.04,1737
1722802400,1722812400,5.021,5.04,1747
1722802600,1722812600,5.021,5.04,1745
1722802800,1722812800,5.021,5.04,1745
1722803000,1722813000,5.021,5.04,1750
1722803200,1722813200,5.021,5.04,1752
1722803400,1722813400,5.021,5.04,1756
1722803600,1722813600,5.021,5.04,1754
1722803800,1722813800,5.021,5.04,1758
1722804000,1722814000,5.021,5.04,1763
1722804200,1722814200,5.021,5.04,1763
1722804400,1722814400,5.021,5.04,1752
1722804600,1722814600,5.021,5.04,1751
1722804800,1722814800,5.021,5.04,1755
1722805000,1722815000,5.021,5.04,1737
1722805200,1722815200,5.017,5.04,1742
1722805400,1722815400,5.017,5.04,1742
1722805800,1722815800,5.017,5.04,1743
1722805600,1722815600,5.017,5.04,1742
1722806000,1722816000,5.017,5.04,1745
1722806200,1722816200,5.017,5.036,1742
1722806400,1722816400,3.922,5.036,1730
1722806600,1722816600,3.922,5.036,1728
1722806800,1722816800,3.922,5.036,1741
1722807000,1722817000,3.922,5.036,1736
1722807200,1722817200,5.013,5.036,1728
1722807400,1722817400,5.013,5.036,1738
1722807600,1722817600,5.013,5.036,1731
1722807800,1722817800,5.013,5.036,1728
1722808000,1722818000,5.013,5.036,1736
1722808200,1722818200,5.013,5.036,1746
1722808400,1722818400,5.013,5.036,1743
1722808600,1722818600,5.013,5.036,1750
1722808800,1722818800,5.013,5.036,1750
1722809000,1722819000,5.013,5.036,1743
1722809200,1722819200,5.013,5.036,1737
1722809400,1722819400,5.013,5.036,1755
1722809600,1722819600,5.013,5.036,1739
1722809800,1722819800,5.013,5.036,1738
1722810000,1722820000,5.013,5.036,1755
1722810200,1722820200,5.047,5.036,1741
1722810400,1722820400,5.047,5.036,1751
1722810600,1722820600,5.047,5.036,1769
1722810800,1722820800,5.047,5.036,1756
1722811000,1722821000,5.047,5.036,1777
1722811200,1722821200,5.047,5.036,1809
1722811400,1722821400,5.047,5.036,1817
1722811600,1722821600,5.047,5.036,1820
1722811800,1722821800,5.047,5.036,1822
1722812000,1722822000,5.047,5.04,1817
1722812200,1722822200,5.047,5.04,1806
1722812400,1722822400,5.047,5.04,1788
1722812600,1722822600,5.047,5.04,1787
1722812800,1722822800,5.047,5.04,1785
1722813000,1722823000,5.047,5.04,1774
1722813200,1722823200,5.047,5.04,1775
1722813400,1722823400,5.047,5.04,1765
1722813600,1722823600,5.055,5.04,1768
1722813800,1722823800,5.062,5.04,1785
1722814000,1722824000,5.062,5.04,1782
1722814200,1722824200,5.062,5.04,1793
1722814400,1722824400,5.062,5.04,1832
1722814600,1722824600,5.062,5.04,1840
1722814800,1722824800,5.062,5.04,1853
1722815000,1722825000,5.062,5.04,1897
1722815200,1722825200,5.062,5.04,1906
1722815400,1722825400,5.062,5.04,1919
1722815600,1722825600,5.062,5.04,1931
1722815800,1722825800,5.062,5.04,1933
1722816000,1722826000,5.062,5.04,1946
1722816200,1722826200,5.062,5.04,1974
1722816400,1722826400,5.062,5.04,1992
1722816600,1722826600,5.062,5.04,2008
1722816800,1722826800,5.062,5.04,2015
1722817000,1722827000,5.062,5.04,2010
1722817200,1722827200,5.062,5.04,2033
1722817400,1722827400,5.062,5.04,2037
1722817600,1722827600,5.062,5.04,2030
1722817800,1722827800,5.062,5.04,2033
1722818000,1722828000,5.062,5.04,2041
1722818200,1722828200,5.062,5.04,2041
1722818400,1722828400,5.516,5.04,2047
1722818600,1722828600,5.516,5.04,2049
1722818800,1722828800,5.516,5.04,2057
1722819000,1722829000,5.516,5.04,2068
1722819200,1722829200,5.516,5.04,2075
1722819400,1722829400,5.516,5.04,2071
1722819600,1722829600,5.516,5.04,2074
1722819800,1722829800,5.516,5.04,2077
1722820000,1722830000,5.516,5.04,2075
1722820200,1722830200,5.516,5.04,2069
1722820400,1722830400,5.516,5.04,2066
1722820600,1722830600,5.516,5.04,2065
1722820800,1722830800,5.516,5.04,2083
1722821000,1722831000,5.516,5.04,2104
1722821200,1722831200,5.516,5.04,2131
1722821400,1722831400,5.516,5.04,2144
1722821600,1722831600,5.516,5.04,2148
1722821800,1722831800,5.516,5.04,2155
1722822000,1722832000,5.516,5.01,2174
1722822200,1722832200,5.516,4.47,2186
1722822400,1722832400,5.516,5.006,2214
1722822600,1722832600,5.516,5.006,2227
1722822800,1722832800,5.516,5.006,2228
1722823000,1722833000,5.516,5.01,2240
1722823200,1722833200,5.516,5.01,2248
1722823400,1722833400,5.516,5.01,2255
1722823600,1722833600,5.516,5.01,2261
1722823800,1722833800,5.516,5.01,2257
1722824000,1722834000,5.516,5.032,2261
1722824200,1722834200,5.516,5.032,2263
1722824400,1722834400,5.516,5.032,2226
1722824600,1722834600,5.516,5.036,2223
1722824800,1722834800,5.516,5.036,2212
1722825000,1722835000,5.516,5.036,2208
1722825200,1722835200,5.516,5.036,2196
1722825400,1722835400,5.516,5.036,2201
1722825600,1722835600,5.516,5.036,2201
1722825800,1722835800,5.516,5.036,2212
1722826000,1722836000,5.516,5.036,2223
1722826200,1722836200,5.516,5.036,2220
1722826400,1722836400,5.516,5.036,2218
1722826600,1722836600,5.516,5.036,2231
1722826800,1722836800,5.516,5.036,2215
1722827000,1722837000,5.516,5.04,2229
1722827200,1722837200,5.516,5.04,2223
1722827400,1722837400,5.516,5.04,2214
1722827600,1722837600,5.516,5.04,2228
1722827800,1722837800,5.516,5.04,2230
1722828000,1722838000,5.516,5.04,2220
1722828200,1722838200,5.516,5.04,2217
1722828400,1722838400,5.433,5.04,2217
1722828600,1722838600,5.313,5.04,2218
1722828800,1722838800,5.313,5.04,2213
1722829000,1722839000,5.313,5.04,2208
1722829200,1722839200,5.313,5.04,2190
1722829400,1722839400,5.313,5.04,2185
1722829600,1722839600,5.396,5.04,2200
1722829800,1722839800,5.396,5.04,2210
1722830000,1722840000,5.396,5.04,2195
1722830200,1722840200,5.396,5.04,2197
1722830400,1722840400,5.396,5.04,2212
1722830600,1722840600,5.396,5.04,2197
1722830800,1722840800,5.396,5.04,2187
1722831000,1722841000,5.396,5.04,2179
1722831200,1722841200,5.396,5.04,2139
1722831400,1722841400,5.396,5.04,2119
1722831600,1722841600,5.396,5.04,2099
1722831800,1722841800,5.396,5.04,2065
1722832000,1722842000,5.396,5.04,2040
1722832200,1722842200,5.396,5.04,2028
1722832400,1722842400,5.396,5.04,2008
1722832600,1722842600,5.396,5.04,1977
1722832800,1722842800,5.396,5.04,1960
1722833200,1722843200,5.396,5.04,1911
1722833400,1722843400,5.396,5.04,1879
1722833000,1722843000,5.396,5.04,1940
1722833600,1722843600,5.396,5.04,1842
1722833800,1722843800,5.396,5.04,1820
1722834000,1722844000,5.396,5.04,1790
1722834200,1722844200,5.396,5.04,1755
1722834400,1722844400,5.396,5.04,1756
1722834600,1722844600,5.396,5.04,1735
1722834800,1722844800,5.396,5.04,1714
1722835000,1722845000,5.396,5.04,1694
1722835200,1722845200,5.396,5.04,1681
1722835400,1722845400,5.396,5.04,1651
1722835600,1722845600,5.396,5.043,1629
1722835800,1722845800,5.396,5.043,1602
1722836000,1722846000,5.396,5.043,1570
1722836200,1722846200,5.396,5.043,1539
1722836400,1722846400,5.396,5.043,1519
1722836600,1722846600,5.396,5.043,1486
1722836800,1722846800,5.396,5.043,1474
1722837000,1722847000,5.396,5.043,1451
1722837200,1722847200,5.396,5.043,1434
1722837400,1722847400,5.396,5.043,1436
1722837600,1722847600,5.396,5.043,1431
1722837800,1722847800,5.396,5.043,1412
1722838000,1722848000,5.396,5.043,1406
1722838200,1722848200,5.396,5.043,1398
1722838600,1722848600,5.396,5.043,1384
1722838400,1722848400,5.396,5.043,1388
1722838800,1722848800,5.396,5.043,1382
1722839000,1722849000,5.396,5.043,1371
1722839200,1722849200,5.396,5.043,1389
1722839400,1722849400,5.396,5.043,1384
1722839600,1722849600,5.388,5.043,1361
1722839800,1722849800,5.062,5.043,1356
1722840000,1722850000,5.066,5.043,1360
1722840200,1722850200,5.066,5.043,1367
1722840400,1722850400,5.066,5.043,1362
1722840600,1722850600,5.066,5.043,1367
1722840800,1722850800,5.066,5.043,1356
1722841000,1722851000,5.066,5.043,1354
1722841200,1722851200,5.066,5.043,1383
1722841400,1722851400,5.066,5.043,1401
1722841600,1722851600,5.066,5.043,1435
1722842000,1722852000,5.066,5.047,1482
1722841800,1722851800,5.066,5.047,1468
1722842200,1722852200,5.066,5.047,1504
1722842400,1722852400,5.066,5.047,1503
1722842600,1722852600,5.073,5.047,1526
1722842800,1722852800,5.073,5.047,1553
1722843000,1722853000,5.073,5.047,1569
1722843200,1722853200,5.073,5.047,1592
1722843400,1722853400,5.073,5.047,1627
1722843600,1722853600,5.073,5.047,1661
1722843800,1722853800,5.073,5.047,1679
1722844000,1722854000,5.073,5.047,1715
1722844200,1722854200,5.073,5.047,1738
1722844400,1722854400,5.388,5.047,1749
1722844600,1722854600,5.388,5.047,1773
1722844800,1722854800,5.388,5.047,1786
1722845000,1722855000,5.388,5.047,1790
1722845200,1722855200,5.388,5.047,1810
1722845400,1722855400,5.388,5.047,1823
1722845600,1722855600,5.388,5.047,1838
1722845800,1722855800,5.388,5.047,1865
1722846000,1722856000,5.388,5.047,1883
1722846200,1722856200,5.388,5.047,1907
1722846400,1722856400,5.388,5.047,1924
1722846600,1722856600,5.388,5.047,1938
1722846800,1722856800,5.388,5.047,1952
1722847000,1722857000,5.388,5.047,1961
1722847200,1722857200,5.388,5.047,1966
1722847400,1722857400,5.388,5.047,1958
1722847600,1722857600,5.388,5.047,1956
1722847800,1722857800,5.388,5.047,1964
1722848000,1722858000,5.388,5.047,1955
1722848200,1722858200,5.388,5.047,1953
1722848400,1722858400,5.388,5.047,1948
1722848600,1722858600,5.388,5.047,1951
1722848800,1722858800,5.388,5.047,1961
1722849000,1722859000,5.388,5.047,1970
1722849200,1722859200,5.388,5.047,1977
1722849400,1722859400,5.388,5.047,1984
1722849600,1722859600,5.388,5.047,1989
1722849800,1722859800,5.388,5.047,1991
1722850200,1722860200,5.388,5.047,1992
1722850000,1722860000,5.388,5.047,2001
1722850600,1722860600,5.388,5.047,1971
1722850400,1722860400,5.388,5.047,1981
1722850800,1722860800,5.388,5.047,1963
1722851000,1722861000,5.388,5.047,1947
1722851200,1722861200,5.388,5.047,1931
1722851600,1722861600,5.388,5.047,1875
1722851800,1722861800,5.388,5.047,1856
1722852000,1722862000,5.388,5.047,1841
1722851400,1722861400,5.388,5.047,1906
1722852400,1722862400,5.388,5.047,1821
1722852800,1722862800,5.388,5.047,1764
1722852200,1722862200,5.388,5.047,1815
1722853000,1722863000,5.388,5.036,1727
1722852600,1722862600,5.388,5.047,1812
1722853200,1722863200,5.388,5.036,1686
1722853400,1722863400,5.388,5.036,1639
1722853600,1722863600,5.388,5.036,1596
1722854000,1722864000,5.388,5.036,1501
1722853800,1722863800,5.388,5.036,1551
1722854200,1722864200,5.388,5.036,1466
1722854400,1722864400,5.062,5.036,1424
1722857800,1722867800,5.062,5.025,757
1722858000,1722868000,5.062,5.025,774
1722854600,1722864600,5.062,5.036,1379
1722854800,1722864800,5.062,5.036,1347
1722855000,1722865000,5.062,5.036,1309
1722855200,1722865200,5.062,5.036,1266
1722855400,1722865400,5.062,5.036,1233
1722855600,1722865600,5.062,5.036,1187
1722855800,1722865800,5.062,5.036,1133
1722856000,1722866000,5.062,5.036,1093
1722856200,1722866200,5.062,5.036,1044
1722856400,1722866400,5.062,5.036,998
1722856600,1722866600,5.062,5.036,958
1722856800,1722866800,5.062,5.025,920
1722857000,1722867000,5.062,5.025,885
1722857200,1722867200,5.062,5.025,850
1722857400,1722867400,5.062,5.025,820
1722857600,1722867600,5.062,5.025,786
1722858200,1722868200,5.062,5.025,800
1722858400,1722868400,5.062,5.025,808
1722858800,1722868800,5.062,5.025,813
1722858600,1722868600,5.062,5.025,807
1722859200,1722869200,5.062,5.025,829
1722859000,1722869000,5.062,5.025,828
1722859400,1722869400,5.062,5.025,846
1722859800,1722869800,5.062,5.01,840
1722859600,1722869600,5.062,5.025,854
1722860000,1722870000,5.062,5.01,831
1722860200,1722870200,5.062,5.01,843
1722860400,1722870400,5.062,5.01,835
1722860600,1722870600,5.062,5.01,854
1722860800,1722870800,5.062,5.01,887
1722861000,1722871000,5.062,5.01,904
1722861200,1722871200,5.062,5.01,918
1722861400,1722871400,5.062,5.01,953
1722861800,1722871800,5.062,5.01,975
1722861600,1722871600,5.062,5.01,979
1722862000,1722872000,5.062,5.006,977
1722862200,1722872200,5.062,5.006,988
1722862400,1722872400,5.062,5.006,993
1722862600,1722872600,5.062,5.006,1024
1722862800,1722872800,5.062,5.01,1071
1722863000,1722873000,5.066,5.013,1123
1722863200,1722873200,5.066,5.013,1156
1722863400,1722873400,5.066,5.013,1179
1722863800,1722873800,5.066,5.013,1220
1722863600,1722873600,5.066,5.013,1194
1722864000,1722874000,5.066,5.013,1248
1722864200,1722874200,5.066,5.013,1277
1722864400,1722874400,5.066,5.013,1306
1722864600,1722874600,5.066,5.013,1330
1722864800,1722874800,5.066,5.013,1363
1722865200,1722875200,5.066,5.013,1420
1722865000,1722875000,5.066,5.013,1388
1722865400,1722875400,5.066,5.013,1455
1722865600,1722875600,5.066,5.013,1489
1722865800,1722875800,5.066,5.013,1533
1722866000,1722876000,5.066,5.013,1573
1722866200,1722876200,5.066,5.013,1608
1722866400,1722876400,5.066,5.013,1650
1722866600,1722876600,5.066,5.013,1683
1722866800,1722876800,5.066,5.013,1723
1722867000,1722877000,5.066,5.017,1764
1722867200,1722877200,5.066,5.017,1802
1722867400,1722877400,5.066,5.017,1835
1722867600,1722877600,5.066,5.017,1867
1722867800,1722877800,5.066,5.017,1884
1722868000,1722878000,5.066,5.017,1880
1722868200,1722878200,5.066,5.032,1870
1722868400,1722878400,5.066,5.036,1858
1722868600,1722878600,5.066,5.036,1835
1722868800,1722878800,5.066,5.036,1812
1722869000,1722879000,5.066,5.036,1788
1722869200,1722879200,5.066,5.036,1760
1722869400,1722879400,5.066,5.036,1731
1722869600,1722879600,5.066,5.036,1716
1722869800,1722879800,5.066,5.036,1700
1722870000,1722880000,5.066,5.036,1692
1722870200,1722880200,5.066,5.043,1686
1722870400,1722880400,5.066,5.043,1687
1722870600,1722880600,5.066,5.043,1668
1722870800,1722880800,5.066,5.043,1639
1722871000,1722881000,5.066,5.043,1623
1722871200,1722881200,5.066,5.043,1601
1722871400,1722881400,5.066,5.043,1570
1722871600,1722881600,5.066,5.043,1546
1722871800,1722881800,5.066,5.043,1545
1722872000,1722882000,5.066,5.043,1546
1722872200,1722882200,5.066,5.043,1534
1722872400,1722882400,5.066,5.043,1528
1722872600,1722882600,5.066,5.043,1505
1722872800,1722882800,5.066,5.043,1492
1722873000,1722883000,5.066,5.043,1485
1722873200,1722883200,5.051,5.043,1487
1722873400,1722883400,5.058,5.043,1499
1722873600,1722883600,5.058,5.043,1509
1722873800,1722883800,5.058,5.043,1521
1722874000,1722884000,5.062,5.043,1535
1722874200,1722884200,5.062,5.043,1534
1722874400,1722884400,5.062,5.043,1555
1722874600,1722884600,5.062,5.043,1569
1722874800,1722884800,5.062,5.043,1578
1722875000,1722885000,5.062,5.043,1596
1722875200,1722885200,5.062,5.043,1600
1722875400,1722885400,5.062,5.043,1594
1722875600,1722885600,5.062,5.043,1609
1722875800,1722885800,5.062,5.043,1605
1722876000,1722886000,5.062,5.043,1615
1722876400,1722886400,5.062,5.043,1628
1722876200,1722886200,5.062,5.043,1626
1722876600,1722886600,5.062,5.043,1630
1722876800,1722886800,5.062,5.043,1638
1722877000,1722887000,5.062,5.043,1656
1722877200,1722887200,5.062,5.043,1656
1722877400,1722887400,5.062,5.043,1674
1722877600,1722887600,5.062,5.043,1693
1722877800,1722887800,5.062,5.043,1713
1722878000,1722888000,5.062,5.043,1712
1722878200,1722888200,5.062,5.043,1722
1722878400,1722888400,5.062,5.043,1744
1722878600,1722888600,5.062,5.043,1764
1722878800,1722888800,5.062,5.043,1792
1722879000,1722889000,5.062,5.043,1817
1722879400,1722889400,5.062,5.043,1860
1722879200,1722889200,5.062,5.043,1841
1722879600,1722889600,5.062,5.043,1882
1722879800,1722889800,5.062,5.043,1924
1722880000,1722890000,5.062,5.043,1946
1722880200,1722890200,5.062,5.043,1961
1722880400,1722890400,5.062,5.04,1993
1722880600,1722890600,5.062,5.036,2029
1722880800,1722890800,5.062,5.036,2049
1722881000,1722891000,5.062,5.036,2068
1722881200,1722891200,5.062,5.036,2098
1722881400,1722891400,5.062,5.036,2111
1722881600,1722891600,5.062,5.036,2132
1722882000,1722892000,5.062,5.036,2169
1722881800,1722891800,5.062,5.036,2157
1722882200,1722892200,5.062,5.04,2185
1722882400,1722892400,5.062,5.04,2200
1722882600,1722892600,5.062,5.04,2212
1722882800,1722892800,5.062,5.04,2221
1722883000,1722893000,5.062,5.04,2233
1722883200,1722893200,5.062,5.04,2232
1722883400,1722893400,5.062,5.04,2232
1722883800,1722893800,5.062,5.04,2249
1722883600,1722893600,5.062,5.04,2246
1722884000,1722894000,5.062,5.04,2258
1722884200,1722894200,5.062,5.04,2275
1722884400,1722894400,5.062,5.04,2275
1722884800,1722894800,5.062,5.04,2286
1722884600,1722894600,5.062,5.04,2280
1722885000,1722895000,5.062,5.04,2289
1722885200,1722895200,5.062,5.04,2293
1722885400,1722895400,5.062,5.04,2312
1722885800,1722895800,5.062,5.04,2321
1722885600,1722895600,5.062,5.04,2311
1722886000,1722896000,5.062,5.04,2311
1722886200,1722896200,5.062,5.04,2304
1722886400,1722896400,5.062,5.04,2313
1722886600,1722896600,5.062,5.04,2330
1722886800,1722896800,5.062,5.04,2323
1722887000,1722897000,5.062,5.04,2312
1722887200,1722897200,5.055,5.04,2315
1722887400,1722897400,5.055,5.04,2305
1722887600,1722897600,5.055,5.04,2300
1722887800,1722897800,5.055,5.04,2306
1722888000,1722898000,5.055,5.04,2306
1722888200,1722898200,5.055,5.04,2299
1722888400,1722898400,5.055,5.04,2293
1722888600,1722898600,5.055,5.04,2297
1722888800,1722898800,5.047,5.04,2285
1722889000,1722899000,5.047,5.04,2263
1722889200,1722899200,5.047,5.04,2268
1722889400,1722899400,5.073,5.04,2274
1722889600,1722899600,5.073,5.04,2269
1722889800,1722899800,5.073,5.04,2263
1722890000,1722900000,5.073,5.04,2257
1722890200,1722900200,5.073,5.04,2248
1722890400,1722900400,5.073,5.04,2244
1722890600,1722900600,5.073,5.04,2228
1722890800,1722900800,5.073,5.04,2209
1722891000,1722901000,5.073,5.04,2186
1722891200,1722901200,5.073,5.04,2180
1722891400,1722901400,5.073,5.04,2181
1722891600,1722901600,5.073,5.04,2181
1722891800,1722901800,5.073,5.04,2175
1722892000,1722902000,5.073,5.04,2167
1722892200,1722902200,5.073,3.877,2155
1722892400,1722902400,5.073,3.877,2139
1722892600,1722902600,5.073,3.877,2128
1722892800,1722902800,5.073,3.877,2124
1722893000,1722903000,5.073,3.877,2123
1722893200,1722903200,5.073,3.877,2130
1722893400,1722903400,5.073,3.877,2132
1722893600,1722903600,5.073,3.877,2141
1722893800,1722903800,5.073,3.877,2145
1722894000,1722904000,5.073,3.877,2134
1722894200,1722904200,5.073,3.877,2134
1722894400,1722904400,5.073,3.877,2127
1722894600,1722904600,5.073,3.877,2121
1722894800,1722904800,5.073,3.877,2123
1722895000,1722905000,5.073,3.877,2120
1722895200,1722905200,5.073,3.877,2111
1722895400,1722905400,5.073,3.877,2117
1722895600,1722905600,5.073,3.877,2104
1722895800,1722905800,5.073,3.877,2088
1722896000,1722906000,5.073,3.877,2097
1722896200,1722906200,5.073,3.877,2097
1722896400,1722906400,5.073,3.877,2074
1722896600,1722906600,5.073,3.877,2060
1722896800,1722906800,5.073,3.877,2066
1722897000,1722907000,5.073,3.877,2053
1722897200,1722907200,5.073,3.877,2061
1722897400,1722907400,5.073,3.877,2071
1722897600,1722907600,5.073,3.877,2064
1722897800,1722907800,5.073,3.877,2067
1722898000,1722908000,5.073,3.877,2088
1722898200,1722908200,5.073,3.877,2090
1722898400,1722908400,5.073,3.877,2103
1722898600,1722908600,5.073,3.881,2120
1722898800,1722908800,5.073,3.881,2127
1722899000,1722909000,5.073,3.881,2147
1722899200,1722909200,5.073,3.881,2156
1722899400,1722909400,5.062,3.881,2153
1722899600,1722909600,5.062,3.881,2147
1722899800,1722909800,5.013,3.881,2148
1722900200,1722910200,5.013,3.881,2145
1722900000,1722910000,5.013,3.881,2150
1722900400,1722910400,5.013,3.881,2143
1722900600,1722910600,5.013,3.881,2145
1722900800,1722910800,5.013,3.881,2159
1722901000,1722911000,5.013,3.881,2180
1722901200,1722911200,5.013,3.881,2183
1722901400,1722911400,5.013,3.881,2180
1722901600,1722911600,5.013,3.881,2190
1722901800,1722911800,5.013,3.881,2205
1722902000,1722912000,5.013,3.881,2212
1722902200,1722912200,5.013,3.881,2237
1722902400,1722912400,5.013,3.881,2260
1722902600,1722912600,5.013,3.881,2263
1722902800,1722912800,5.013,3.881,2285
1722903000,1722913000,5.441,4.998,2284
1722903200,1722913200,5.441,4.998,2288
1722903400,1722913400,5.441,4.998,2303
1722903600,1722913600,5.441,4.998,2301
1722903800,1722913800,5.441,4.998,2303
1722904000,1722914000,5.441,5.017,2314
1722904200,1722914200,5.441,5.036,2307
1722904400,1722914400,5.441,5.073,2296
1722904600,1722914600,5.441,5.073,2308
1722904800,1722914800,5.441,5.073,2297
1722905000,1722915000,5.441,5.073,2295
1722905200,1722915200,5.441,5.073,2308
1722905400,1722915400,5.441,5.073,2285
