sncb_stream$start:UINT64,sncb_stream$end:UINT64,sncb_stream$varBP:FLOAT64,sncb_stream$varFF:FLOAT64,sncb_stream$cnt:UINT64
1722640400,1722650400,5.036,3.843,2075
1722640600,1722650600,5.036,3.843,2059
1722640800,1722650800,5.036,3.843,2052
1722641000,1722651000,5.036,3.843,2049
1722641200,1722651200,5.036,3.843,2042
1722641400,1722651400,5.036,3.843,2030
1722641600,1722651600,5.036,3.843,2054
1722641800,1722651800,5.036,3.843,2088
1722642000,1722652000,5.036,3.843,2078
1722642200,1722652200,5.036,3.843,2069
1722642400,1722652400,5.036,3.843,2065
1722642600,1722652600,5.036,3.843,2061
1722642800,1722652800,5.036,3.843,2056
1722643000,1722653000,5.036,3.843,2050
1722643200,1722653200,5.036,3.843,2040
1722643400,1722653400,5.036,3.843,2033
1722643600,1722653600,5.036,3.843,2026
1722643800,1722653800,5.036,3.843,2023
1722644000,1722654000,5.036,3.843,2024
1722644200,1722654200,5.036,3.843,2020
1722644400,1722654400,5.036,3.843,2012
1722644600,1722654600,5.036,3.843,2015
1722644800,1722654800,5.036,3.843,2006
1722645000,1722655000,5.036,3.843,1997
1722645200,1722655200,5.036,3.843,2001
1722645400,1722655400,5.036,5.013,1990
1722645600,1722655600,5.036,5.013,1978
1722645800,1722655800,5.036,5.021,1965
1722646000,1722656000,5.036,5.021,1945
1722646200,1722656200,5.036,5.021,1938
1722646400,1722656400,5.036,5.021,1931
1722646600,1722656600,5.036,5.021,1910
1722646800,1722656800,5.036,5.021,1904
1722647000,1722657000,5.036,5.04,1889
1722647200,1722657200,5.036,5.04,1872
1722647400,1722657400,5.036,5.04,1862
1722647600,1722657600,5.036,5.04,1855
1722647800,1722657800,5.036,5.04,1851
1722648000,1722658000,5.036,5.04,1869
1722648200,1722658200,5.036,5.04,1872
1722648400,1722658400,5.036,5.04,1858
1722648600,1722658600,5.036,5.04,1836
1722648800,1722658800,5.036,5.04,1833
1722649000,1722659000,5.036,5.04,1827
1722649200,1722659200,5.036,5.04,1831
1722649400,1722659400,5.036,5.04,1829
1722649600,1722659600,5.032,5.04,1829
1722649800,1722659800,5.032,5.04,1825
1722650000,1722660000,5.032,5.04,1800
1722650200,1722660200,5.032,5.04,1790
1722650400,1722660400,3.858,5.04,1764
1722650600,1722660600,3.858,5.04,1762
1722650800,1722660800,3.858,5.04,1773
1722651000,1722661000,3.858,5.04,1768
1722651200,1722661200,3.858,5.04,1769
1722651400,1722661400,3.858,5.04,1750
1722651600,1722661600,3.858,5.04,1740
1722651800,1722661800,5.002,5.04,1745
1722652000,1722662000,5.002,5.04,1750
1722652200,1722662200,5.002,5.04,1752
1722652400,1722662400,5.01,5.04,1752
1722652600,1722662600,5.013,5.04,1742
1722652800,1722662800,5.013,5.04,1738
1722653000,1722663000,5.013,5.04,1721
1722653200,1722663200,5.013,5.04,1699
1722653400,1722663400,5.013,5.04,1688
1722653600,1722663600,5.013,5.04,1688
1722653800,1722663800,5.013,5.04,1678
1722654000,1722664000,5.013,5.04,1669
1722654200,1722664200,5.021,5.04,1671
1722654400,1722664400,5.021,5.04,1662
1722654600,1722664600,5.021,5.04,1654
1722654800,1722664800,5.021,5.04,1649
1722655000,1722665000,5.021,5.04,1649
1722655200,1722665200,5.021,5.04,1654
1722655400,1722665400,5.021,5.04,1646
1722655600,1722665600,5.021,5.04,1654
1722655800,1722665800,5.021,5.04,1656
1722656000,1722666000,5.021,5.04,1651
1722656200,1722666200,5.021,5.04,1648
1722656400,1722666400,5.04,5.04,1650
1722656600,1722666600,5.373,5.04,1651
1722656800,1722666800,5.373,5.04,1636
1722657200,1722667200,5.373,5.036,1651
1722657000,1722667000,5.373,5.036,1641
1722657400,1722667400,5.373,5.036,1643
1722657600,1722667600,5.373,5.036,1640
1722657800,1722667800,5.373,5.036,1635
1722658000,1722668000,5.373,5.036,1618
1722658200,1722668200,5.373,5.036,1616
1722658400,1722668400,5.373,5.036,1624
1722658600,1722668600,5.373,5.036,1628
1722658800,1722668800,5.373,5.036,1615
1722659000,1722669000,5.373,5.036,1605
1722659200,1722669200,5.373,5.036,1596
1722659400,1722669400,5.373,5.036,1585
1722659600,1722669600,5.373,5.036,1588
1722659800,1722669800,5.373,5.036,1591
1722660000,1722670000,5.373,5.036,1610
1722660200,1722670200,5.373,5.036,1613
1722660400,1722670400,5.373,5.036,1625
1722660600,1722670600,5.373,5.036,1629
1722660800,1722670800,5.373,5.036,1618
1722661000,1722671000,5.373,5.036,1618
1722661200,1722671200,5.373,5.036,1607
1722661400,1722671400,5.373,5.036,1619
1722661600,1722671600,5.373,5.036,1635
1722661800,1722671800,5.373,5.036,1626
1722662000,1722672000,5.373,5.036,1619
1722662200,1722672200,5.373,5.036,1636
1722662400,1722672400,5.373,5.036,1639
1722662600,1722672600,5.373,5.036,1638
1722662800,1722672800,5.373,5.036,1653
1722663000,1722673000,5.373,5.036,1669
1722663200,1722673200,5.373,5.036,1679
1722663400,1722673400,5.373,5.036,1700
1722663600,1722673600,5.373,5.036,1699
1722663800,1722673800,5.373,5.036,1701
1722664000,1722674000,5.373,5.036,1706
1722664200,1722674200,5.373,5.036,1703
1722664400,1722674400,5.373,5.036,1718
1722664600,1722674600,5.373,5.036,1715
1722664800,1722674800,5.373,5.04,1709
1722665000,1722675000,5.373,5.04,1717
1722665200,1722675200,5.373,5.04,1692
1722665400,1722675400,5.373,5.04,1683
1722665600,1722675600,5.373,5.04,1670
1722665800,1722675800,5.373,5.04,1660
1722666000,1722676000,5.373,5.04,1658
1722666200,1722676200,5.373,5.04,1658
1722666400,1722676400,5.373,5.04,1650
1722666600,1722676600,5.295,5.04,1642
1722666800,1722676800,5.051,5.04,1648
1722667000,1722677000,5.051,5.047,1646
1722667200,1722677200,5.051,5.047,1632
1722667400,1722677400,5.051,5.047,1634
1722667600,1722677600,5.051,5.047,1635
1722667800,1722677800,5.051,5.047,1643
1722668000,1722678000,5.051,5.047,1643
1722668200,1722678200,5.051,5.047,1645
1722668400,1722678400,5.051,5.047,1650
1722668600,1722678600,5.051,5.047,1657
1722668800,1722678800,5.051,5.047,1666
1722669000,1722679000,5.051,5.047,1678
1722669200,1722679200,5.051,5.047,1686
1722669400,1722679400,5.051,5.047,1685
1722669600,1722679600,5.051,5.047,1679
1722669800,1722679800,5.051,5.047,1682
1722670000,1722680000,5.051,5.047,1668
1722670200,1722680200,5.051,5.047,1667
1722670400,1722680400,5.051,5.047,1678
1722670600,1722680600,5.051,5.047,1679
1722670800,1722680800,5.051,5.047,1676
1722671000,1722681000,5.051,5.047,1696
1722671200,1722681200,5.051,5.047,1705
1722671400,1722681400,5.051,5.047,1699
1722671600,1722681600,5.055,5.047,1702
1722671800,1722681800,5.058,5.047,1701
1722672000,1722682000,5.058,5.047,1695
1722672200,1722682200,5.058,5.047,1682
1722672400,1722682400,5.058,5.047,1699
1722672600,1722682600,5.058,5.047,1705
1722672800,1722682800,5.058,5.047,1690
1722673000,1722683000,5.058,5.047,1695
1722673200,1722683200,5.058,5.047,1691
1722673400,1722683400,5.058,5.047,1674
1722673600,1722683600,5.058,5.047,1672
1722673800,1722683800,5.058,5.047,1683
1722674000,1722684000,5.058,5.047,1688
1722674200,1722684200,5.058,5.047,1697
1722674600,1722684600,5.058,5.047,1705
1722674400,1722684400,5.058,5.047,1697
1722674800,1722684800,5.058,5.047,1707
1722675000,1722685000,5.058,5.047,1691
1722675200,1722685200,5.058,5.047,1715
1722675400,1722685400,5.058,5.047,1731
1722675600,1722685600,5.058,5.047,1745
1722675800,1722685800,5.058,5.047,1760
1722676000,1722686000,5.058,5.047,1782
1722676200,1722686200,5.058,5.047,1785
1722676400,1722686400,5.058,5.047,1784
1722676600,1722686600,5.058,5.047,1805
1722676800,1722686800,5.058,5.047,1815
1722677000,1722687000,5.058,5.043,1811
1722677200,1722687200,5.058,5.043,1822
1722677400,1722687400,5.058,5.043,1831
1722677600,1722687600,5.058,5.043,1834
1722677800,1722687800,5.058,5.043,1845
1722678000,1722688000,5.058,5.043,1855
1722678200,1722688200,5.058,5.043,1858
1722678600,1722688600,5.058,5.036,1862
1722678400,1722688400,5.058,5.036,1861
1722678800,1722688800,5.058,5.036,1865
1722679000,1722689000,5.058,5.036,1872
1722679200,1722689200,5.058,5.032,1868
1722679400,1722689400,5.058,5.032,1871
1722679600,1722689600,5.058,5.032,1881
1722679800,1722689800,5.058,5.032,1877
1722680000,1722690000,5.058,5.032,1891
1722680200,1722690200,5.058,5.017,1901
1722680400,1722690400,5.058,5.017,1895
1722680600,1722690600,5.058,5.017,1899
1722680800,1722690800,5.058,5.017,1900
1722681000,1722691000,5.058,5.017,1878
1722681200,1722691200,5.058,5.017,1881
1722681400,1722691400,5.058,5.017,1884
1722681600,1722691600,5.058,5.017,1877
1722681800,1722691800,5.058,5.017,1878
1722682000,1722692000,5.055,5.017,1880
1722682200,1722692200,5.055,5.017,1882
1722682400,1722692400,5.051,5.017,1880
1722682600,1722692600,5.021,5.017,1878
1722682800,1722692800,5.021,5.017,1875
1722683000,1722693000,5.021,5.017,1860
1722683200,1722693200,5.021,5.017,1854
1722683400,1722693400,5.025,5.017,1850
1722683600,1722693600,5.025,5.017,1846
1722683800,1722693800,5.025,5.017,1817
1722684000,1722694000,5.025,5.017,1807
1722684200,1722694200,5.025,5.017,1802
1722684400,1722694400,5.025,5.017,1795
1722684600,1722694600,5.025,5.017,1781
1722684800,1722694800,5.025,5.017,1773
1722685000,1722695000,5.025,5.017,1774
1722685200,1722695200,5.025,5.017,1763
1722685600,1722695600,5.025,5.017,1756
1722685400,1722695400,5.025,5.017,1757
1722685800,1722695800,5.025,5.017,1754
1722686000,1722696000,5.025,5.017,1744
1722686200,1722696200,5.025,5.017,1742
1722686400,1722696400,5.025,5.017,1754
1722686600,1722696600,5.025,5.017,1741
1722687000,1722697000,5.025,5.017,1752
1722686800,1722696800,5.025,5.017,1740
1722687200,1722697200,5.025,5.017,1754
1722687400,1722697400,5.025,5.017,1753
1722687600,1722697600,5.025,5.017,1760
1722687800,1722697800,5.058,5.017,1754
1722688000,1722698000,5.058,5.017,1747
1722688200,1722698200,5.058,5.017,1744
1722688400,1722698400,5.058,5.017,1731
1722688600,1722698600,5.058,5.013,1719
1722688800,1722698800,5.058,5.013,1711
1722689000,1722699000,5.058,5.01,1693
1722689200,1722699200,5.058,5.01,1688
1722689400,1722699400,5.058,5.01,1682
1722689600,1722699600,5.07,5.01,1669
1722689800,1722699800,5.07,5.01,1677
1722690000,1722700000,5.077,5.01,1669
1722690200,1722700200,5.077,5.01,1656
1722690400,1722700400,5.077,5.01,1651
1722690800,1722700800,5.077,5.017,1643
1722690600,1722700600,5.077,5.017,1649
1722691000,1722701000,5.077,5.017,1643
1722691200,1722701200,5.077,5.017,1642
1722691400,1722701400,5.448,5.017,1640
1722691600,1722701600,5.448,5.017,1643
1722691800,1722701800,5.448,5.032,1648
1722692000,1722702000,5.448,5.036,1662
1722692200,1722702200,5.448,5.036,1661
1722692400,1722702400,5.448,5.036,1649
1722692600,1722702600,5.448,5.036,1653
1722692800,1722702800,5.448,5.036,1666
1722693000,1722703000,5.448,5.036,1672
1722693200,1722703200,5.448,5.036,1687
1722693400,1722703400,5.448,5.036,1698
1722693600,1722703600,5.448,5.036,1690
1722693800,1722703800,5.448,5.036,1713
1722694000,1722704000,5.448,5.036,1724
1722694200,1722704200,5.448,5.036,1716
1722694600,1722704600,5.448,5.036,1730
1722694400,1722704400,5.448,5.036,1716
1722694800,1722704800,5.448,5.036,1745
1722695000,1722705000,5.448,5.036,1760
1722695200,1722705200,5.448,5.036,1766
1722695400,1722705400,5.448,5.036,1770
1722695600,1722705600,5.448,5.036,1776
1722695800,1722705800,5.448,5.036,1774
1722696000,1722706000,5.448,5.036,1771
1722696200,1722706200,5.448,5.036,1779
1722696600,1722706600,5.448,5.036,1772
1722696800,1722706800,5.448,5.036,1768
1722696400,1722706400,5.448,5.036,1777
1722697000,1722707000,5.448,5.036,1767
1722697200,1722707200,5.448,5.036,1753
1722697400,1722707400,5.448,5.036,1747
1722697600,1722707600,5.448,5.036,1741
1722697800,1722707800,5.448,5.036,1749
1722698000,1722708000,5.448,5.036,1756
1722698200,1722708200,5.448,5.036,1743
1722698400,1722708400,5.448,5.036,1743
1722698600,1722708600,5.448,5.036,1748
1722698800,1722708800,5.448,5.036,1735
1722699000,1722709000,5.448,5.036,1731
1722699200,1722709200,5.448,5.036,1747
1722699400,1722709400,5.448,5.036,1750
1722699600,1722709600,5.448,5.036,1749
1722699800,1722709800,5.448,5.036,1755
1722700000,1722710000,5.448,5.036,1747
1722700200,1722710200,5.448,5.036,1752
1722700400,1722710400,5.448,5.036,1758
1722700600,1722710600,5.448,5.036,1761
1722700800,1722710800,5.448,5.036,1762
1722701000,1722711000,5.448,5.036,1761
1722701200,1722711200,5.448,5.036,1760
1722701400,1722711400,5.205,5.036,1759
1722701600,1722711600,5.062,5.036,1753
1722701800,1722711800,5.062,5.036,1757
1722702000,1722712000,5.062,5.036,1751
1722702200,1722712200,5.062,5.036,1760
1722702400,1722712400,5.062,5.036,1765
1722702600,1722712600,5.062,5.036,1763
1722702800,1722712800,5.062,5.032,1765
1722703000,1722713000,5.062,5.032,1774
1722703200,1722713200,5.062,5.032,1768
1722703400,1722713400,5.062,5.032,1771
1722703600,1722713600,5.062,5.032,1798
1722703800,1722713800,5.062,5.032,1785
1722704000,1722714000,5.062,5.036,1768
1722704200,1722714200,5.062,5.036,1777
1722704400,1722714400,5.062,5.036,1789
1722704600,1722714600,5.062,5.036,1785
1722704800,1722714800,5.062,5.036,1784
1722705000,1722715000,5.062,5.036,1795
1722705200,1722715200,5.062,5.036,1786
1722705400,1722715400,5.062,5.036,1776
1722705600,1722715600,5.062,5.036,1763
1722705800,1722715800,5.062,5.036,1770
1722706000,1722716000,5.062,5.036,1772
1722706200,1722716200,5.062,5.036,1761
1722706400,1722716400,5.062,5.036,1759
1722706600,1722716600,5.062,5.036,1766
1722706800,1722716800,5.062,5.036,1767
1722707000,1722717000,5.062,5.036,1759
1722707200,1722717200,5.062,5.036,1784
1722707400,1722717400,5.062,5.036,1791
1722707600,1722717600,5.062,5.036,1790
1722707800,1722717800,5.062,5.036,1784
1722708000,1722718000,5.062,5.036,1788
1722708200,1722718200,5.062,5.036,1794
1722708400,1722718400,5.062,5.036,1801
1722708600,1722718600,5.062,5.036,1814
1722708800,1722718800,5.062,5.036,1824
1722709000,1722719000,5.062,5.036,1824
1722709200,1722719200,5.062,5.036,1814
1722709400,1722719400,5.062,5.036,1818
1722709600,1722719600,5.062,5.036,1814
1722709800,1722719800,5.062,5.036,1805
1722710000,1722720000,5.062,5.036,1825
1722710200,1722720200,5.062,5.036,1827
1722710400,1722720400,5.062,5.043,1821
1722710600,1722720600,5.062,5.043,1822
1722710800,1722720800,5.062,5.043,1836
1722711000,1722721000,5.062,5.043,1837
1722711200,1722721200,5.062,5.043,1839
1722711400,1722721400,5.062,5.043,1845
1722711600,1722721600,5.062,5.043,1850
1722711800,1722721800,5.062,5.043,1844
1722712000,1722722000,5.062,5.043,1839
1722712200,1722722200,5.062,5.043,1828
1722712400,1722722400,5.062,5.043,1824
1722712600,1722722600,5.062,5.043,1833
1722712800,1722722800,5.062,5.043,1818
1722713000,1722723000,5.062,5.043,1813
1722713200,1722723200,5.062,5.043,1823
1722713400,1722723400,5.062,5.043,1818
1722713600,1722723600,5.062,5.043,1808
1722713800,1722723800,5.04,5.043,1819
1722714000,1722724000,5.04,5.043,1829
1722714200,1722724200,5.04,5.043,1825
1722714400,1722724400,5.021,5.043,1808
1722714600,1722724600,5.021,5.043,1801
1722714800,1722724800,5.021,5.043,1795
1722715000,1722725000,5.021,5.043,1780
1722715400,1722725400,5.021,5.043,1790
1722715200,1722725200,5.021,5.043,1784
1722715600,1722725600,5.021,5.043,1793
1722715800,1722725800,5.021,5.043,1785
1722716000,1722726000,5.021,5.043,1779
1722716200,1722726200,5.021,5.043,1787
1722716400,1722726400,5.021,5.043,1784
1722716600,1722726600,5.021,5.043,1781
1722716800,1722726800,5.021,5.043,1792
1722717200,1722727200,5.021,5.043,1787
1722717000,1722727000,5.021,5.043,1800
1722717400,1722727400,5.021,5.043,1786
1722717600,1722727600,5.021,5.043,1781
1722717800,1722727800,5.021,5.043,1781
1722718000,1722728000,5.021,5.043,1756
1722718400,1722728400,5.021,5.043,1738
1722718600,1722728600,5.021,5.043,1696
1722718800,1722728800,5.013,5.043,1698
1722719000,1722729000,5.013,5.043,1706
1722718200,1722728200,5.021,5.043,1747
1722719200,1722729200,5.013,5.043,1710
1722719400,1722729400,5.013,5.043,1706
1722719600,1722729600,5.013,5.043,1704
1722719800,1722729800,5.013,5.043,1692
1722720000,1722730000,5.013,5.043,1666
1722720200,1722730200,5.013,5.043,1636
1722720400,1722730400,5.013,5.043,1639
1722720600,1722730600,5.013,5.013,1635
1722720800,1722730800,5.013,5.013,1623
1722721000,1722731000,4.995,5.01,1622
1722721200,1722731200,4.995,5.01,1622
1722721400,1722731400,4.995,4.998,1610
1722721800,1722731800,4.995,4.552,1608
1722721600,1722731600,4.995,4.56,1597
1722722000,1722732000,4.995,3.888,1602
1722722200,1722732200,4.995,3.888,1602
1722722400,1722732400,4.995,3.892,1607
1722722600,1722732600,4.995,3.892,1603
1722722800,1722732800,4.995,3.892,1604
1722723000,1722733000,5.013,3.892,1605
1722723200,1722733200,5.013,3.892,1606
1722723400,1722733400,5.013,3.892,1606
1722723600,1722733600,5.013,3.892,1596
1722723800,1722733800,5.013,3.892,1592
1722724000,1722734000,5.013,3.892,1591
1722724200,1722734200,5.013,3.892,1587
1722724400,1722734400,5.013,3.892,1591
1722724600,1722734600,5.013,3.892,1600
1722724800,1722734800,5.013,3.892,1599
1722725000,1722735000,5.013,3.892,1599
1722725200,1722735200,5.013,3.892,1617
1722725400,1722735400,5.013,3.892,1610
1722725600,1722735600,5.013,3.892,1609
1722725800,1722735800,5.025,3.892,1621
1722726000,1722736000,5.025,3.892,1624
1722726200,1722736200,5.025,3.892,1624
1722726400,1722736400,5.025,3.892,1622
1722726600,1722736600,5.025,3.892,1630
1722726800,1722736800,5.025,3.892,1621
1722727000,1722737000,5.025,3.9,1613
1722727200,1722737200,5.062,3.9,1626
1722727400,1722737400,5.062,3.9,1631
1722727600,1722737600,5.062,3.9,1629
1722727800,1722737800,5.062,3.9,1629
1722728000,1722738000,5.062,3.9,1643
1722728200,1722738200,5.062,3.9,1646
1722728400,1722738400,5.062,3.9,1657
1722728600,1722738600,5.062,3.9,1696
1722728800,1722738800,5.062,3.9,1702
1722729000,1722739000,5.062,3.9,1714
1722729200,1722739200,5.062,3.9,1716
1722729400,1722739400,5.062,3.9,1723
1722729600,1722739600,5.062,3.9,1727
1722730000,1722740000,5.062,3.9,1758
1722729800,1722739800,5.062,3.9,1734
1722730200,1722740200,5.062,3.9,1790
1722730400,1722740400,5.062,3.9,1788
1722730600,1722740600,5.062,3.9,1796
1722730800,1722740800,5.062,3.9,1806
1722731000,1722741000,5.062,3.9,1807
1722731200,1722741200,5.062,5.006,1812
1722731400,1722741400,5.062,5.021,1826
1722731800,1722741800,5.062,5.021,1832
1722731600,1722741600,5.062,5.021,1835
1722732000,1722742000,5.062,5.021,1836
1722732200,1722742200,5.062,5.021,1841
1722732400,1722742400,5.062,5.021,1840
1722732600,1722742600,5.062,5.4,1838
1722732800,1722742800,5.062,5.4,1845
1722733000,1722743000,5.062,5.4,1843
1722733200,1722743200,5.062,5.4,1839
1722733600,1722743600,5.062,5.4,1854
1722733400,1722743400,5.062,5.4,1845
1722733800,1722743800,5.062,5.4,1861
1722734000,1722744000,5.062,5.4,1873
1722734200,1722744200,5.062,5.4,1879
1722734400,1722744400,5.062,5.4,1884
1722734600,1722744600,5.062,5.4,1886
1722734800,1722744800,5.062,5.4,1889
1722735000,1722745000,5.062,5.4,1887
1722735200,1722745200,5.062,5.4,1872
1722735400,1722745400,5.062,5.4,1882
1722735600,1722745600,5.062,5.4,1888
1722735800,1722745800,5.37,5.4,1881
1722736000,1722746000,5.407,5.4,1878
1722736200,1722746200,5.407,5.4,1875
1722736400,1722746400,5.407,5.4,1873
1722736600,1722746600,5.407,5.4,1868
1722736800,1722746800,5.407,5.4,1868
1722737000,1722747000,5.407,5.4,1878
1722737200,1722747200,5.407,5.4,1867
1722737400,1722747400,5.407,5.4,1860
1722737600,1722747600,5.407,5.4,1865
1722737800,1722747800,5.407,5.4,1871
1722738000,1722748000,5.407,5.4,1871
1722738200,1722748200,5.407,5.4,1882
1722738400,1722748400,5.493,5.4,1888
1722738600,1722748600,5.493,5.4,1884
1722738800,1722748800,5.493,5.4,1882
1722739000,1722749000,5.493,5.4,1879
1722739200,1722749200,5.493,5.4,1876
1722739400,1722749400,5.493,5.4,1875
1722739600,1722749600,5.493,5.4,1880
1722739800,1722749800,5.493,5.4,1875
1722740000,1722750000,5.493,5.4,1855
1722740200,1722750200,5.493,5.4,1844
1722740400,1722750400,5.493,5.4,1837
1722740600,1722750600,5.493,5.4,1827
1722740800,1722750800,5.493,5.4,1815
1722741000,1722751000,5.493,5.4,1811
1722741200,1722751200,5.493,5.4,1800
1722741400,1722751400,5.493,5.4,1788
1722741600,1722751600,5.493,5.4,1789
1722741800,1722751800,5.493,5.4,1782
1722742000,1722752000,5.493,5.4,1783
1722742200,1722752200,5.493,5.4,1780
1722742400,1722752400,5.493,5.4,1763
1722742600,1722752600,5.493,5.392,1758
1722742800,1722752800,5.493,5.043,1752
1722743000,1722753000,5.493,5.036,1750
1722743200,1722753200,5.493,5.036,1747
1722743400,1722753400,5.493,5.036,1743
1722743600,1722753600,5.493,5.036,1738
1722743800,1722753800,5.493,5.036,1739
1722744000,1722754000,5.493,5.036,1726
1722744200,1722754200,5.493,5.036,1716
1722744400,1722754400,5.493,5.032,1718
1722744600,1722754600,5.493,5.025,1708
1722744800,1722754800,5.493,5.021,1703
1722745000,1722755000,5.493,5.01,1709
1722745200,1722755200,5.493,5.01,1699
1722745400,1722755400,5.493,5.01,1694
1722745600,1722755600,5.493,5.01,1704
1722745800,1722755800,5.493,5.01,1692
1722746000,1722756000,5.493,5.01,1694
1722746200,1722756200,5.493,5.01,1694
1722746400,1722756400,5.493,5.01,1682
1722746600,1722756600,5.493,5.01,1674
1722746800,1722756800,5.493,5.01,1673
1722747000,1722757000,5.493,5.01,1666
1722747200,1722757200,5.493,5.006,1671
1722747400,1722757400,5.493,5.006,1673
1722747600,1722757600,5.493,5.006,1665
1722747800,1722757800,5.493,5.006,1649
1722748000,1722758000,5.493,5.006,1632
1722748200,1722758200,5.493,5.006,1624
1722748400,1722758400,5.46,5.006,1611
1722748600,1722758600,5.058,5.006,1593
1722748800,1722758800,5.058,5.006,1598
1722749000,1722759000,5.058,5.006,1603
1722749200,1722759200,5.058,5.006,1596
1722749400,1722759400,5.058,5.006,1591
1722749600,1722759600,5.058,5.006,1584
1722749800,1722759800,5.058,5.006,1586
1722750000,1722760000,5.058,5.006,1591
1722750200,1722760200,5.058,5.006,1607
1722750400,1722760400,5.062,5.006,1613
1722750600,1722760600,5.062,5.006,1618
1722750800,1722760800,5.062,5.006,1625
1722751000,1722761000,5.062,5.006,1636
1722751200,1722761200,5.062,5.006,1643
1722751400,1722761400,5.062,5.006,1647
1722751600,1722761600,5.062,5.006,1653
1722751800,1722761800,5.062,5.006,1659
1722752000,1722762000,5.062,5.006,1659
1722752200,1722762200,5.062,5.006,1671
1722752400,1722762400,5.062,5.006,1672
1722752600,1722762600,5.062,5.006,1667
1722752800,1722762800,5.062,5.006,1665
1722753000,1722763000,5.062,5.006,1668
1722753200,1722763200,5.062,5.006,1662
1722753400,1722763400,5.062,5.006,1671
1722753600,1722763600,5.062,5.006,1675
1722753800,1722763800,5.062,5.006,1666
1722754000,1722764000,5.062,5.006,1676
1722754200,1722764200,5.062,5.006,1686
1722754400,1722764400,5.062,5.006,1686
1722754600,1722764600,5.062,5.006,1691
1722754800,1722764800,5.062,5.006,1697
1722755000,1722765000,5.062,5.006,1689
1722755200,1722765200,5.062,5.006,1692
1722755400,1722765400,5.062,5.006,1695
1722755600,1722765600,5.062,5.006,1681
1722755800,1722765800,5.062,5.021,1697
1722756000,1722766000,5.062,5.021,1700
1722756200,1722766200,5.062,5.021,1696
1722756400,1722766400,5.062,5.021,1711
1722756600,1722766600,5.062,5.021,1711
1722756800,1722766800,5.062,5.036,1712
1722757000,1722767000,5.062,5.04,1713
1722757200,1722767200,5.062,5.04,1703
1722757400,1722767400,5.062,5.043,1708
1722757800,1722767800,5.062,5.043,1723
1722757600,1722767600,5.062,5.043,1715
1722758000,1722768000,5.062,5.043,1746
1722758400,1722768400,5.062,5.047,1746
1722758200,1722768200,5.062,5.047,1747
1722758600,1722768600,5.062,5.047,1772
1722758800,1722768800,5.062,5.047,1765
1722759000,1722769000,5.062,5.047,1755
1722759200,1722769200,5.062,5.047,1771
1722759400,1722769400,5.062,5.047,1776
1722759600,1722769600,5.062,5.295,1786
1722759800,1722769800,5.062,5.295,1799
1722760000,1722770000,5.062,5.295,1803
1722760200,1722770200,5.062,5.295,1794
1722760600,1722770600,5.062,5.295,1791
1722760800,1722770800,5.062,5.295,1777
1722761000,1722771000,5.062,5.295,1759
1722760400,1722770400,5.062,5.295,1796
1722761200,1722771200,5.062,5.295,1750
1722761400,1722771400,5.062,5.295,1751
1722761600,1722771600,5.062,5.295,1738
1722761800,1722771800,5.062,5.295,1737
1722762000,1722772000,5.062,5.295,1735
1722762200,1722772200,5.062,5.295,1716
1722762600,1722772600,5.062,5.295,1738
1722762400,1722772400,5.062,5.295,1720
1722762800,1722772800,5.062,5.295,1734
1722763200,1722773200,5.062,5.295,1734
1722763000,1722773000,5.062,5.295,1723
1722763400,1722773400,5.062,5.295,1711
1722763600,1722773600,5.062,5.295,1689
1722763800,1722773800,5.062,5.295,1687
1722764000,1722774000,5.062,5.295,1686
1722764200,1722774200,5.062,5.295,1684
1722764400,1722774400,5.062,5.295,1690
1722764600,1722774600,5.062,5.295,1699
1722764800,1722774800,5.062,5.295,1689
1722765000,1722775000,5.062,5.295,1688
1722765200,1722775200,5.062,5.295,1689
1722765400,1722775400,5.062,5.295,1688
1722765600,1722775600,5.062,5.295,1687
1722765800,1722775800,5.062,5.295,1671
1722766000,1722776000,5.062,5.295,1676
1722766200,1722776200,5.058,5.295,1677
1722766400,1722776400,5.058,5.295,1675
1722766600,1722776600,5.055,5.295,1687
1722766800,1722776800,5.032,5.295,1689
1722767000,1722777000,5.032,5.295,1684
1722767200,1722777200,5.032,5.295,1694
1722767400,1722777400,5.032,5.295,1697
1722767600,1722777600,5.021,5.295,1696
1722767800,1722777800,5.021,5.295,1698
1722768000,1722778000,5.021,5.295,1713
1722768200,1722778200,5.021,5.295,1718
1722768400,1722778400,5.021,5.295,1722
1722768600,1722778600,5.021,5.295,1725
1722768800,1722778800,5.021,5.295,1727
1722769000,1722779000,5.021,5.295,1723
1722769200,1722779200,5.021,5.295,1722
1722769400,1722779400,5.021,5.295,1719
1722769600,1722779600,5.021,5.163,1720
1722769800,1722779800,5.021,5.047,1718
1722770000,1722780000,5.021,5.047,1722
1722770200,1722780200,5.021,5.047,1731
1722770400,1722780400,5.021,5.047,1734
1722770600,1722780600,5.021,5.047,1741
1722770800,1722780800,5.021,5.047,1749
1722771000,1722781000,5.021,5.047,1759
1722771200,1722781200,5.021,5.047,1763
1722771400,1722781400,5.021,5.047,1759
1722771800,1722781800,5.021,5.047,1755
1722771600,1722781600,5.021,5.047,1756
1722772000,1722782000,5.021,5.047,1767
1722772200,1722782200,5.021,5.047,1775
1722772400,1722782400,5.032,5.047,1786
1722772600,1722782600,5.032,5.047,1775
