sncb_stream$device_id:UINT64,sncb_stream$start:UINT64,sncb_stream$end:UINT64,sncb_stream$trajectory:VARSIZED,sncb_stream$avg_speed:FLOAT64,sncb_stream$min_speed:FLOAT64
1,1722818000,1722838000,BINARY(80),64.078225,0.0037
4,1722818000,1722838000,BINARY(186),99.727624,0.0407
5,1722818000,1722838000,BINARY(1137),30.296654,0.0019
3,1722820000,1722840000,BINARY(1158),31.439493,0.0019
1,1722820000,1722840000,BINARY(210),82.929949,0.0037
4,1722820000,1722840000,BINARY(267),91.322107,0.0093
5,1722820000,1722840000,BINARY(1089),35.762164,0.0019
3,1722822000,1722842000,BINARY(1154),37.464573,0.0019
1,1722822000,1722842000,BINARY(261),75.818602,0.0037
4,1722822000,1722842000,BINARY(402),86.338288,0.0093
5,1722822000,1722842000,BINARY(1076),33.218343,0.0019
3,1722824000,1722844000,BINARY(1163),39.836796,0.0019
1,1722824000,1722844000,BINARY(332),68.730422,0.0037
4,1722824000,1722844000,BINARY(506),76.536883,0.0037
5,1722824000,1722844000,BINARY(1067),31.355032,0.0019
3,1722826000,1722846000,BINARY(1162),38.607973,0.0019
1,1722826000,1722846000,BINARY(458),71.091146,0.0037
4,1722826000,1722846000,BINARY(515),76.137605,0.0037
5,1722826000,1722846000,BINARY(1070),31.323903,0.0019
3,1722828000,1722848000,BINARY(1156),41.033738,0.0019
1,1722828000,1722848000,BINARY(556),73.425039,0.0037
4,1722828000,1722848000,BINARY(515),76.137605,0.0037
5,1722828000,1722848000,BINARY(1039),37.671692,0.0019
3,1722830000,1722850000,BINARY(1269),43.66893,0.0019
1,1722830000,1722850000,BINARY(556),73.425039,0.0037
4,1722830000,1722850000,BINARY(575),74.937177,0.0037
5,1722830000,1722850000,BINARY(991),44.728891,0.0019
3,1722832000,1722852000,BINARY(1246),41.786589,0.0019
1,1722832000,1722852000,BINARY(556),73.425039,0.0037
4,1722832000,1722852000,BINARY(692),70.463166,0.0037
5,1722832000,1722852000,BINARY(971),41.682977,0.0019
3,1722834000,1722854000,BINARY(1242),46.132901,0.0019
1,1722834000,1722854000,BINARY(556),73.425039,0.0037
4,1722834000,1722854000,BINARY(799),73.306256,0.0037
5,1722834000,1722854000,BINARY(928),40.757508,0.0019
3,1722836000,1722856000,BINARY(1244),44.554264,0.0019
1,1722836000,1722856000,BINARY(556),73.425039,0.0037
4,1722836000,1722856000,BINARY(843),70.765428,0.0037
5,1722836000,1722856000,BINARY(880),41.70621,0.0019
3,1722838000,1722858000,BINARY(1134),41.291275,0.0019
1,1722838000,1722858000,BINARY(476),74.995932,0.0037
4,1722838000,1722858000,BINARY(746),68.629784,0.0037
5,1722838000,1722858000,BINARY(814),43.994722,0.0019
3,1722842000,1722862000,BINARY(899),38.43235,0.0019
1,1722842000,1722862000,BINARY(295),71.307343,0.0037
4,1722842000,1722862000,BINARY(530),66.111632,0.0037
5,1722842000,1722862000,BINARY(624),38.099946,0.0019
3,1722840000,1722860000,BINARY(1028),40.25462,0.0019
1,1722840000,1722860000,BINARY(346),67.656162,0.0037
4,1722840000,1722860000,BINARY(665),68.216774,0.0037
5,1722840000,1722860000,BINARY(741),41.33427,0.0019
3,1722844000,1722864000,BINARY(776),40.530735,0.0019
1,1722844000,1722864000,BINARY(224),80.383132,0.0037
4,1722844000,1722864000,BINARY(426),72.815714,0.0074
5,1722844000,1722864000,BINARY(525),36.914737,0.0019
3,1722848000,1722868000,BINARY(528),53.227728,0.0019
4,1722848000,1722868000,BINARY(417),73.228514,0.0074
5,1722848000,1722868000,BINARY(304),45.026615,0.0019
3,1722846000,1722866000,BINARY(637),49.369424,0.0019
1,1722846000,1722866000,BINARY(98),84.332413,0.0037
4,1722846000,1722866000,BINARY(417),73.228514,0.0074
5,1722846000,1722866000,BINARY(391),49.400749,0.0019
3,1722850000,1722870000,BINARY(394),49.771276,0.0019
4,1722850000,1722870000,BINARY(357),74.673053,0.0074
5,1722850000,1722870000,BINARY(219),36.702336,0.0037
3,1722854000,1722874000,BINARY(154),34.487192,0.0019
4,1722854000,1722874000,BINARY(133),84.026005,0.0111
5,1722854000,1722874000,BINARY(69),38.198851,0.0037
3,1722852000,1722872000,BINARY(287),48.579308,0.0019
4,1722852000,1722872000,BINARY(240),87.444358,0.0074
5,1722852000,1722872000,BINARY(145),29.921478,0.0037
3,1722856000,1722876000,BINARY(29),0.028928,0.0019
5,1722856000,1722876000,BINARY(12),42.459542,0.0204
